축제명,개최장소,축제시작일자,축제종료일자,축제내용,주관기관,주최기관,후원기관,전화번호,홈페이지주소,관련정보,소재지도로명주소,소재지지번주소,위도,경도,데이터기준일자
정월대보름달맞이축제,직지천 고수부지,2019-02-22,2019-02-22,달집태우기 줄다리기 등,김천문화원,김천시,,054-434-4336,www.gcculture.or.kr,-,경상북도 김천시 남산동 3-1,경상북도 김천시 남산동 3-1,36.118748,128.1221092,2019-12-20
김천예술제,김천시 일원,2019-10-10,2019-10-20,시민촬영대회 시민가요제 청소년가요제 동화구연대회 등,한국예총 김천지회,김천시,,054-433-5558,www.artgc.or.kr,-,경상북도 김천시 남산동 3-14,경상북도 김천시 남산동 3-14,36.118896,128.12205,2019-12-20
김천국제가족연극제,김천문화예술회관,2019-07-19,2019-07-28,연극공연 및 연기콘테스트 등,김천국제가족연극제추진위원회 영남일보,김천시,"한국문화예술위원회, 경상북도,경상북도교육청",054-435-8279,www.gitf.co.kr,-,경상북도 김천시 영남대로 1321,경상북도 김천시 백옥동 77-1,36.125843,128.081077,2019-12-20
김천자두포도축제,김천시종합스포츠타운 및 체험농장,2019-07-18,2019-07-21,자두포도 품평회 자두포도 수확체험 각종 문화예술공연 등,김천시자두포도축제추진위원회,김천시,,054-421-2602,www.gcjadu.com,"특산물(자두, 포도)",경상북도 김천시 운동장길 1,경상북도 김천시 삼락동 488-1,36.144924,128.088088,2019-12-20
문경오미자축제,문경동로초등학교일원,2019-09-20,2018-09-22,문경오미자 홍보,"문경문화관광재단, 문경오미자축제추진위원회",문경시청,,054-571-7677,http://www.mg5mija.or.kr/,,경상북도 문경시 동로면 노은2길 4,경상북도 문경시 동로면 노은리 155-2,36.7714734,128.3141145,2019-05-08
문경찻사발축제,문경새재 오픈세트장,2019-04-27,2019-05-06,"대한민국 도예명장전 등 전시행사, 왕의 찻자리 등 체험행사, 사기장의 하루, 차담이 어드벤처 등 특별행사","문경문화관광재단, 문경찻사발축제추진위원회",문경시청,"문화체육관광부, 경상북도, 문경도자기협동조합",054-550-6395,http://www.sabal21.com,,경상북도 문경시 문경읍 문경대로 2416,경상북도 문경시 문경읍 진안리 360-10,36.74144625,128.0838026,2019-05-08
문경사과축제,문경새재도립공원일원,2019-10-12,2019-10-27,문경사과 홍보,"문경문화관광재단, 문경사과축제추진위원회",문경시청,,054-571-7677,http://www.mgapple.or.kr/,,경상북도 문경시 문경읍 새재로932,경상북도 문경시 문경읍 상초리 288-1,36.76160207,128.0769905,2019-05-08
봉화송이축제,봉화읍 내성천 일원,2020-10-08,2020-10-11,송이채취체험,(사)봉화군축제위원회,경상북도 봉화군,경상북도 봉화군,054-679-6343,http://www.bonghwafestival.com/songi,"분천산타마을,목재문화체험장",경상북도 봉화군 봉화읍 내성리 506,경상북도 봉화군 봉화읍 내성리 506,36.8888791,128.7378251,2020-01-13
봉화은어축제,봉화읍 내성천 일원,2020-07-25,2020-08-02,은어잡이체험,(사)봉화군축제위원회,경상북도 봉화군,경상북도 봉화군,054-679-6342,http://www.bonghwafestival.com/eunuh,"분천산타마을,목재문화체험장",경상북도 봉화군 봉화읍 내성리 506,경상북도 봉화군 봉화읍 내성리 506,36.8888791,128.7378251,2020-01-13
암산얼음축제,암산유원지 일원,2020-01-18,2020-01-26,"얼음체험활동, 공연단 운영, 얼음조각 전시 등",안동축제관광재단,안동시청,,054-841-6398,www.binggo.org,경상북도 유망축제,경상북도 안동시 남후면 암산1길 59(남후면),,36.50643143,128.6787973,2019-12-10
안동민속축제,탈춤공원,2020-09-25,2020-10-04,"차전놀이, 놋다리밟기, 저전농요 등",안동문화원,안동시청,,054-859-0825,www.adcc.or.kr,,경상북도 안동시 서동문로203(동부동),,36.5662343,128.7342615,2019-12-10
안동국제탈춤축제,"안동탈춤공원, 하회마을",2020-09-25,2020-10-04,"탈춤공연, 경연, 대동난장 등",안동축제관광재단,안동시청,,054-841-6398,www.maskdance.com,대한민국 글로벌육성축제,경상북도 안동시 육사로 239(운흥동),,36.5606948,128.7322556,2019-12-10
안동봄꽃축제,안동 낙동강변 벚꽃거리,2020-04-03,2020-04-12,"야간조명, 봄꽃포토존, 빛터널 등",안동축제관광재단,안동시청,,054-841-6398,www.tourandong.com,,경상북도 안동시 육사로 239(운흥동),,36.5606618,128.7322556,2019-12-10
제15회 영양산나물축제,영양군청 일원,2019-05-02,2019-05-05,"판매, 체험, 공연, 부대행사",(재)영양축제관광재단,영양군,,054-680-6411,yftf.kr,축제 프로그램 등,경상북도 영양군 영양읍 군청길 37,경상북도 영양군 영양읍 서부리 379-1,36.66718111,129.1123668,2019-12-31
2020 예천세계곤충엑스포,예천공설운동장 및 곤충생태원 일원,2020-05-01,2020-05-17,"곤충주제관, 생명산업대전관, 곤충놀이관 등",예천세계곤충엑스포추진위원회,예천군,경상북도,054-650-6034,http://www.ycg.kr/open.content/tour/festivals/expo/,,경상북도 예천군 예천읍 충효로 395,경상북도 예천군 예천읍 동본리 186,36.658337,128.463487,2019-12-10
포항해병대문화축제,"오천읍 냉천수변공원, 도구해안",2019-04-27,2019-04-28,"해병대상륙작전, 블랙이글스 에어쇼, 부대방문 등",포항시,포항시,"문화체육관광부,경상북도",054-270-2243,,"오천읍 냉천수변공원, 도구해안",경상북도 포항시 남구 오천읍 해병로 293,경상북도 포항시 남구 오천읍 용덕리 267,35.96902317,129.4127411,2020-01-02
포항국제불빛축제,형산강 체육공원 일원,2019-05-31,2019-06-02,"국제불꽃쇼, 버스킹 페스티벌, 불빛퍼레이드, 주제공연 등",포항문화재단,포항시,"문화체육관광부,경상북도",054-289-7850,http://www.phcf.or.kr/,"형산강체육공원, 포항운하,영일대해수욕장,포스코 야경포스코 역사관",경상북도 포항시 남구 해도동 115-1,경상북도 포항시 남구 해도동 115-1,36.017859,129.374454,2020-01-02
포항 연날리기 한마당,형산강고수부지 일원,2019-10-09,2019-10-09,"꼬리연 높이 날리기 대회, 체험행사, 사생대회 등",포항CBS,포항시,경상북도,054-277-5500,http://www.phcbs.co.kr/,형산강고수부지,경상북도 포항시 남구 해도동 202-6,경상북도 포항시 남구 해도동 202-6,36.010908,129.368551,2020-01-02
호미곶한민족해맞이축전,호미곶 해맞이광장 일원,2019-12-31,2020-01-01,"해맞이(일출), 자정행사, 특별행사, 1만명 떡국나둠 등",포항문화재단,포항시,경상북도,054-289-7850,http://www.phcf.or.kr/kr/,"호미곶해맞이광장,새천년기념관,연오랑세오녀상,국립등대박물관,이육사청포도시비,구룡포근대문화역사거리",경상북도 포항시 남구 호미곶면 해맞이로 136,경상북도 포항시 남구 호미곶면 대보리 293-1,36.07675839,129.5660588,2020-01-02
포항운하축제,포항운하 일원,2019-09-21,2019-09-22,"이색창작배 경연대회, 방티타고 달리기, 이색레포츠 시연",포항MBC,포항시,경상북도,054-289-0123,http://www.phmbc.co.kr/,포항운하,경상북도 포항시 남구 희망대로 1040,경상북도 포항시 남구 송도동 222,36.02387158,129.3773906,2020-01-02
포항시 대학연합축제(POP),중앙상가실개천거리 특설무대,2019-10-30,2019-11-01,"대학동아리 공연, 길거리 공연",포항대학연합,포항시,,054-270-2246,,,경상북도 포항시 북구 중앙상가길 31,경상북도 포항시 북구 대흥동 723-5,36.03793871,129.3636807,2020-01-02
용전들노래 가을걷이 한마당,용전동 용전마을 일원,2019-10-26,2019-10-26,"용전들노래재현, 체험마당, 공연 등",사)용전들노래보존회,광주광역시 북구,북광주농협,062-410-6618,,,광주광역시 북구 용전마을길 42(용전동),광주광역시 북구 용전동 171-3,35.23893658,126.8973084,2019-12-27
제21회 용전들노래 정기공연,용전동 용전마을 일원,2019-07-27,2019-07-27,"용전들노래재현, 체험마당, 공연 등",사)용전들노래보존회,광주광역시 북구,북광주농협,062-410-6618,,,광주광역시 북구 용전마을길 42(용전동),광주광역시 북구 용전동 171-3,35.23893658,126.8973084,2019-12-27
서구여성합창단 정기 연주회,서구 관내 공연장,2020-11-01,2020-11-30,서구여성합창단의 음악적 역량과 수준을 보여주는 정기 음악회,광주광역시 서구,미정,광주광역시,062-360-7551,www.seogu.gwangju.kr,,광주광역시 서구 경열로 33(농성동),광주광역시 서구 농성동 299 서구청,35.15202894,126.890113,2019-12-17
서구민한가족대축제,상무시민공원,2020-05-01,2020-05-01,"구민의 날을 맞이하여, 구민이 다함께 즐길 수 있는 주민참여 프로그램으로 애향과 일체감을 조성",광주광역시 서구,미정,광주광역시,062-360-7234,www.seogu.gwangju.kr,,광주광역시 서구 상무공원로 101(치평동),광주광역시 서구 치평동 1162 상무시민공원 관리동,35.15339511,126.8410975,2019-12-17
영산강 서창들녁 억새축제,영산강(극락교~서창교 3.5km)일원,2020-10-01,2020-10-30,억새축제,광주광역시 서구,미정,광주광역시,062-360-7186,www.seogu.gwangju.kr,,광주광역시 서구 서창둑길 377(벽진동),광주광역시 서구 벽진동 505-1,35.13849504,126.828739,2019-12-17
만드리 풍년제,서구 서창동 발산마을 들녘,2020-07-01,2020-07-30,매년 7월 백중 무렵 서창 들녘에서 세벌 김매기하며 불렀던 전통 농요 행사,광주광역시 서구,미정,광주광역시,062-360-7030,www.seogu.gwangju.kr,,광주광역시 서구 서창발산길 10(서창동),광주광역시 서구 서창동 424-1,35.1071746,126.8231387,2019-12-17
전국 애송시 낭송대회,서구 빛고을 국악전수관 공연장,2020-05-01,2020-05-30,우리말의 아름다울과 문학의 향기를 전달하여 지역의 문학적 자긍심 제고 문화향수 기회 확대,광주광역시 서구 문화원,광주광역시 서구청,광주광역시,062-681-4174,www.seogu.gwangju.kr,,광주광역시 서구 풍금로 182(금호동),광주광역시 서구 금호동 790 빛고을국악전수관,35.13196581,126.8598511,2019-12-17
풍암골 신암마을 당산제,풍암 제7어린이공원내 (풍암동1129),2020-02-19,2020-02-19,민속고유 명절인 대보름을 맞이하여 사라져가는 전통세시풍속인 당산제를 재현하여 지역 주민들의 평안과 발전 및 풍요다산을 기원,광주광역시 서구,미정,광주광역시,062-360-7551,www.seogu.gwangju.kr,,광주광역시 서구 풍암동 1129,광주광역시 서구 풍암동 1129,35.123999,126.8794277,2019-12-17
제14회 신천돗자리음악회,신천둔치 중동교남편,2020-07-25,2020-07-26,"공감콘서트,신천돗자리가요제,폭염이벤트,건강체험부스 등",남구문화행사추진원회,남구문화행사추진원회,"대구광역시, 대구광역시 남구",053-664-3262,,,대구광역시 남구 봉덕2동,대구광역시 남구 봉덕2동,35.840562,128.606693,2020-02-03
제27회 대구 앞산 축제,"대구앞산빨래터공원, 앞산맛둘레길일대",2020-04-25,2020-04-26,"손빨래체험,손빨래 퍼포먼스,거리퍼레이드,펫퍼레이드,체험부스,초청가수공연,버스킹,플리마켓,연계행사",남구문화행사추진원회,남구문화행사추진원회,"대구광역시, 대구광역시 남구",053-664-3262,,,대구광역시 남구 앞산순환로 351-17,대구광역시 남구 대명동 1550-39,35.831799,128.5645966,2020-02-03
천을산 해맞이,천을산 정상,2020-01-01,2020-01-01,"새해메세지, 대북타고, 해오름 함성 등",(재)수성문화재단,대구광역시 수성구,,053-666-2162,http://suseong.kr,"천을산 해맞이 동산, 고산초교",대구광역시 수성구 가천동 산11-3,대구광역시 수성구 가천동 산11-3,35.849688,128.695676,2019-12-13
수성못 페스티벌,"수성못,들안길,수성아트피아",2020-09-18,2020-09-18,"수성못 주제 프로그램, 들안길 푸드 페스티벌 등",(재)수성문화재단,(재)수성문화재단,대구광역시 수성구,053-666-2163,http://www.ssfestival.net/,"들안길먹거리타운, 수성아트피아, 수성랜드, 카페촌",대구광역시 수성구 무학로112(두산동),대구광역시 수성구 두산동 499-4,35.82937671,128.6205781,2019-12-13
상화문학제,수성못 상화동산,2019-05-24,2019-05-26,"상화백일장, 상화문학의밤 등",수성문화원,수성문화원,대구광역시 수성구,053-768-0002,http://www.suseong.or.kr,"수성못 상화시비, 수성랜드, 수성아트피아, 들안길먹거리타운",대구광역시 수성구 용학로 35-5(상동),대구광역시 수성구 상동 723,35.8268576,128.6128683,2019-12-13
정월대보름 문화행사,대구스타디움 서편광장,2020-02-08,2020-02-08,"달집태우기, 전통민속놀이 등",고산농악보존회,고산농악보존회,,053-666-2172,http://suseong.kr,"대구스타디움, 대구미술관",대구광역시 수성구 유니버시아드로 140(대흥동),대구광역시 수성구 대흥동 504,35.83165878,128.687326,2019-12-13
고모령 가요제,수성못 상화동산,2019-08-02,2019-08-02,"예선 및 본선, 축하공연",수성문화원,대구광역시 수성구,대구광역시 수성구,053-768-0002,http://www.suseong.or.kr,"대구스타디움, 대구미술관",대구광역시 수성구 유니버시아드로 140(대흥동),대구광역시 수성구 대흥동 504,35.83165878,128.687326,2019-12-13
수성 건강 축제,대구스타디움 서편광장,2019-08-02,2019-08-03,테마별 건강체험관 운영,수성구 보건소,수성구 보건소,,053-666-3124,http://suseong.kr,대구스타디움,대구광역시 수성구 유니버시아드로 140(대흥동),대구광역시 수성구 대흥동 504,35.83165878,128.687326,2019-12-13
2020 대전 서구힐링 아트페스티벌,샘머리공원 및 보라매공원(서구청앞) 일원,2020-05-22,2022-05-24,아트마켓 등 7개분야 100여개 프로그램,"서구축제추진위원회, 대전광역시서구문화원, 한국예총대전광역시연합회",대전광역시 서구,미정,042-288-2714,http://www.seogu.go.kr/sorg/content.do?mnucd=SGMENU0500127,,대전광역시 서구 둔산서로 100,대전광역시 서구 둔산동 1544,36.35505672,127.3833597,2020-01-03
낙동강유채꽃 축제,대저생태공원,2019-04-06,2019-04-14,유채꽃 관람 체험 및 공연프로그램 등,(사)부산문화관광축제조직위원회,부산광역시,BNK,051-888-5222,http://www.bfo.or.kr/main/index.asp,대저생태공원 오토캠핑장,부산광역시 강서구 대저1동 2314-11,부산광역시 강서구 대저1동 2314-11,35.20984733,128.9845542,2020-01-01
제5회 강서낙동강 30리 벚꽃축제,대저생태공원,2019-03-29,2019-03-31,"문화행사, 전시체험행사, 노래자랑, 걷기대회 등",부산광역시 강서구,부산광역시 강서구 축제추진위원회,,051-970-4062,http://festival.bsgangseo.go.kr,축제 관련 정보 제공,부산광역시 강서구 대저1동 2314-11,부산광역시 강서구 대저1동 2314-11,35.20984733,128.9845542,2019-12-11
부산 차이나타운특구 문화축제,"부산역 광장, 차이나타운특구 일원",2019-10-18,2019-10-20,"볼거리, 먹거리, 체험 프로그램 구성,중국문화원, 중국유학생 등 다양한 채널을 통한 중국전통공연과 한국을 대표할 수 있는 문화공연 및 체험 등 배치",부산차이나타운축제추진위원회,부산 동구,,051-440-4062,http://tour.bsdonggu.go.kr/,,부산광역시 동구 초량중로 36 (초량동),부산광역시 동구 초량동 546,35.11507608,129.0375502,2019-10-16
부산항축제,북항 및 국립해양박물관 일원,2019-05-25,2019-05-26,"부산항불꽃쇼, 부산항투어, 해양레저체험 등",(사)부산문화관광축제조직위원회,"부산광역시, 부산지방해양수산, 부산항만공사",,051-888-5357,http://www.bfo.or.kr,부산항축제,부산광역시 동구 충장대로 206,부산광역시 동구 초량동 45-39,35.11774625,129.0491459,2020-01-01
제9회 낙동강 구포나루 축제,화명생태공원 선착장 일원,2020-05-22,2020-05-24,감동 민속촌/밀사리체험/바비큐체험/구포국수체험 등,(사)북구문화관광축제조직위원회,(사)북구문화관광축제조직위원회,부산광역시 북구청,051-309-4522,http://www.guponarufes.co.kr,낙동민속예술제,부산광역시 북구 낙동대로1570번길 33(구포동),부산광역시 북구 구포동 1124-1,35.19688402,128.9900968,2020-01-08
부산국제록페스티벌,삼락생태공원,2019-07-27,2019-07-28,국내외 록밴드 라이브공연,(사)부산문화관광축제조직위원회,부산광역시,"BNK, 대선주조",051-888-5222,http://www.bfo.or.kr/main/index.asp,렛츠런파크,부산광역시 사상구 삼락동29-49,부산광역시 사상구 삼락동29-49,35.16833555,128.9733583,2020-01-01
부산고등어축제,송도해수욕장 및 부산공동어시장 일원,2019-10-25,2019-10-27,"개막행사, 맨손 고등어잡기, 고등어 캐릭터 전시판매관, 고등어 주제공연, 전국 고등어요리 경연, 바다사랑 문예창작대회, 먹거리 한마당 등",(사)부산서구문화원,"부산광역시 서구, 대형선망수협","부산광역시, 부산공동어시장, 수협중앙회, 부산은행, 부산광역시교육청, 부산광역시서부교육지원청",051-240-4062,http://www.busangde.co.kr,"송도해수욕장, 부산공동어시장, 송도구름산책로, 송도해상케이블카, 송도오토캠핑장, 송도해안볼레길, 암남공원",부산광역시 서구 송도해변로 100,부산광역시 서구 암남동 135-5,35.07682117,129.0180502,2019-12-10
현인가요제,송도해수욕장 일원,2019-08-01,2019-08-04,"개막행사, 현인가요제 전야제, 현인가요제 본선",(사)한국연예예술인협회,(사)한국연예예술인협회,"부산광역시, 부산광역시 서구, (사)부산서구문화원",02-2655-3157,http://culture.bsseogu.go.kr,"송도해수욕장, 송도구름산책로, 송도해상케이블카, 송도오토캠핑장, 송도해안볼레길, 암남공원",부산광역시 서구 송도해변로 100,부산광역시 서구 암남동 135-5,35.07682117,129.0180502,2019-12-10
부산불꽃축제,광안리해변,2019-11-02,2019-11-02,"해외초청 불꽃쇼, 첨단멀티 불꽃쇼",(사)부산문화관광축제조직위원회,부산광역시,"BNK, 고려제강",051-888-5222,http://www.bfo.or.kr/main/index.asp,광안대교,부산광역시 수영구 광안동 192-16,부산광역시 수영구 광안동 192-16,35.1543923,129.1188448,2020-01-01
부산바다축제,부산5개해수욕장,2019-08-02,2019-08-06,개막행사 물의난장 음악공연 등,(사)부산문화관광축제조직위원회,부산광역시,BNK,051-888-5224,http://www.bfo.or.kr/main/index.asp,광안리 송정 송도해수욕장,부산광역시 수영구 광안동 192-16,부산광역시 수영구 광안동 192-16,35.1543923,129.1188448,2020-01-01
제20회광안리어방축제,광안리해변 일원,2019-04-24,2019-04-26,"뮤지컬어방, 경상좌수사행렬, 어방그물끌기 한마당, 진두어화, 어방민속마을 등 6개분야 40종목",수영구축제위원회,수영구,,051-610-4062,http://www.suyeong.go.kr/eobang/,,부산광역시 수영구 광안해변로 219,,35.15377436,129.1185216,2020-01-23
발복기원제,봉래산 헬기장,2019-06-11,2019-06-11,"개회식, 기원제, 길놀이, 의식공연, 음복례 등",봉래산발복기원제추진위원회,봉래산발복기원제추진위원회,,051-419-4064,http://www.yeongdo.go.kr/main.web,,부산광역시 영도구 벚꽃길,부산광역시 영도구 청학동,35.0819541,129.0552017,2019-12-19
제27회 영도다리축제,"봉래동물양장, 깡깡이마을 일원",2019-10-11,2019-10-13,"개막주제공연, 축하공연, 불꽃쇼, 퍼레이드, 깡깡이 걷기대회 등",영도문화원,영도구,,051-419-4062,https://korean.visitkorea.or.kr/detail/content_view.html?cid=1080734,,부산광역시 영도구 봉래나루로 82,부산광역시 영도구 봉래동1가 29,35.09449915,129.0391352,2019-12-19
제14회 수국꽃 문화축제,태종대 내 태종사 일원,2019-06-29,2019-07-07,"개막식, 수국꽃 관람, 꽃밭포토존, 꽃밭버스킹, 꽃밭냉면시식회, 힐링체험프로그램(6종), 아트(프리)마켓 운영",수국축제추진위원회,대한불교조계종 태종사,"부산광역시, 영도구, 부산시설공단, 부산관광공사",051-419-4062,http://www.yeongdo.go.kr/main.web,,부산광역시 영도구 전망로 119,부산광역시 영도구 동삼동 산29-4,35.05597301,129.0897518,2019-12-19
영도구룡축제,동삼1동 주민센터 및 영도여고 뒤편 함지로 일원,2019-03-30,2019-03-30,"각종 문화공연, 구룡가요제, 벚꽃길 걷기대회, 전시, 체험부스 운영 등",영도구룡축제추진위원회,동삼1동발전협의회,,051-419-4852,http://www.yeongdo.go.kr/main.web,,부산광역시 영도구 중리로 44-1,부산광역시 영도구 동삼동 510-23,35.0749124,129.0684034,2019-12-19
동삼풍어제,동삼동 하리항 입구 선착장,2019-04-05,2019-04-05,"지신밟기, 바라품, 개회식, 살풀이등 풍어제, 12계단 작두",동삼어촌계 풍어제추진위원회,동삼어촌계 풍어제추진위원회,,051-405-0204,http://www.yeongdo.go.kr/main.web,,부산광역시 영도구 하리해안길 12,부산광역시 영도구 동삼동 769-1,35.06937472,129.0809397,2019-12-19
부산크리스마스트리축제,광복로일원,2019-11-16,2020-01-05,"트리점등식 문화공연, 사랑나눔행사",크리스마스트리축제위원회,(사)부산기독교총연합회,부산광역시,051-888-5221,http://bctf.kr/g5/,"광복로일원, 자갈치시장",부산광역시 중구 광복로6번길 3(부평동2가),부산광역시 중구 부평동2가 33-6,35.09929696,129.0258061,2020-01-01
부산시민의종 타종식,용두산공원,2019-12-31,2020-01-01,"시민의종 타종, 문화공연",(사)부산문화관광축제조직위원회,부산광역시,BNK,051-888-5224,http://www.bfo.or.kr/main/index.asp,용두산공원,부산광역시 중구 용두산길 37-55(광복동2가),,35.1009305,129.0324434,2020-01-01
조선통신사 축제,"광복로일원, 용두산공원",2019-05-03,2019-05-06,"조선통신사 행렬재현, 마상재, 新조선통신사 프로그램 등",부산문화재단,부산광역시,,051-888-5091,http://tongsinsa.com/html/,용두산공원,부산광역시 중구 용두산길 37-55(광복동2가),,35.1009305,129.0324434,2020-01-01
원도심활성화 축제,원도심,2019-05-25,2019-05-26,원도심 야경투어및 관광명소 탐방,(사)부산문화관광축제조직위원회,부산광역시,BNK,051-888-5221,http://www.bfo.or.kr/main/index.asp,용두산공원 태종대 영도대교 도개,부산광역시 중구 중구로 120(대청동1가),,35.10619853,129.0323505,2020-01-01
제15회 부산국제매직페스티벌,"영화의전당, 구남로일원, 시청자미디어센터",2020-06-25,2020-06-30,"개막행사, 국제마술대회, 매직갈라쇼 등(축제일정은 미확정)",부산국제매직페스티벌조직위원회,부산국제매직페스티벌조직위원회,해당없음,051-626-7002,http://blog.naver.com/bimf7002,,부산광역시 해운대구 구남로 23-1,부산광역시 해운대구 중동 1383-12,35.16197752,129.1606,2020-01-17
제25회 부산바다축제,해운대해수욕장 등,2020-08-02,2020-08-06,"개막행사, 체험행사, 공연행사 등(축제일정은 미확정)",(사)부산문화관광축제조직위원회,부산광역시,해당없음,051-501-6051,http://www.bfo.or.kr/,,부산광역시 해운대구 달맞이길62번길 47,부산광역시 해운대구 중동 1015-1,35.15793348,129.1724709,2020-01-17
2020년 제16회 해운대모래축제,해운대 해수욕장,2020-05-22,2020-05-25,"모래작품 전시 및 체험, 거리퍼레이드, 다양한 공연 등","해운대구, (사)해운대문화관광협의회",해운대구,해당없음,051-749-4062,http://www.sandfestival.kr/,,부산광역시 해운대구 달맞이길62번길 47,부산광역시 해운대구 중동 1015-1,35.15793348,129.1724709,2020-01-17
제38회 해운대달맞이온천축제,해운대 해수욕장,2020-02-06,2020-02-08,해운대 월출과 온천을 소재로 민속축제를 계승 재현,해운대지구발전협의회,해운대지구발전협의회,해당없음,051-746-0276,http://hudbj.kr/g5/,,부산광역시 해운대구 달맞이길62번길 47,부산광역시 해운대구 중동 1015-1,35.15793348,129.1724709,2020-01-17
제33회 해운대북극곰수영축제,해운대 해수욕장,2020-01-04,2020-01-05,"전야제, 북극곰수영",부산일보사,부산일보사,해당없음,051-461-4297,http://bear.busan.com,,부산광역시 해운대구 달맞이길62번길 47,부산광역시 해운대구 중동 1015-1,35.15793348,129.1724709,2020-01-17
제16회 부산세계불꽃축제,"마린시티, 동백섬, 광안리해수욕장",2020-11-02,2020-11-02,광안대교를 배경으로 부산만의 특화된 불꽃축제(축제일정은 미확정),(사)부산문화관광축제조직위원회,(사)부산문화관광축제조직위원회,해당없음,051-501-6051,http://www.bfo.or.kr/,,부산광역시 해운대구 마린시티3로 52,부산광역시 해운대구 우동 1410-3,35.15444632,129.1450571,2020-01-17
제25회 송정해변축제,송정해수욕장,2020-08-02,2020-08-03,"축하공연, 해변가요제 등(축제일정은 미확정)",송정축제조직위원회,송정축제조직위원회,해당없음,051-749-4062,http://tour.haeundae.go.kr,,부산광역시 해운대구 송정해변로 62,부산광역시 해운대구 송정동 712-2,35.17944126,129.1996527,2020-01-17
제25회 부산국제영화제,영화의전당 등,2020-10-03,2020-10-12,제25회 부산국제영화제(축제일정은 미확정),BIFF조직위원회,BIFF조직위원회,해당없음,1688-3010,http://www.biff.kr,,부산광역시 해운대구 수영강변대로 120,부산광역시 해운대구 우동 1467,35.17103803,129.1270863,2020-01-17
제15회 부산국제어린이청소년영화제,영화의전당,2020-07-09,2020-07-15,청소년 영화 상영 등(축제일정은 미확정),(사)부산국제어린이영화제조직위원회,(사)부산국제어린이영화제조직위원회,해당없음,051-743-7652,http://www.biky.or.kr/,,부산광역시 해운대구 수영강변대로 120,부산광역시 해운대구 우동 1467,35.17103803,129.1270863,2020-01-17
해운대 북극곰축제,해운대해수욕장,2019-01-05,2019-01-06,겨울바다 수영입수식 및 축하공연 버스킹 등,부산일보,부산일보,부산광역시,051-888-5054,http://bear.busan.com/ko/,달맞이 언덕 문텐로드,부산광역시 해운대구 해운대해변로 264(우동),,35.15910673,129.1602827,2020-01-01
4.19혁명 국민문화제 2019,서울특별시 강북구 국립4.19 민주묘지 및 강북구 일원,2019-04-13,2019-04-19,4.19기념 국민문화제,4.19혁명 국민문화제위원회,4.19 3개단체 및 서울특별시 강북구청,국가보훈처 서울특별시  서울특별시 교육청  KBS,02-901-6206,www.festival419.org,,서울특별시 강북구 도봉로89길 13,서울특별시 강북구 수유동 192-59,37.63918553,127.0254518,2019-11-18
봉황각 3.1독립운동 재현행사,서울특별시 강북구 우이동 봉황각 일원,2019-03-01,2019-03-01,도선사 타종  독립선언문 낭독  길놀이 및 태극기 거리행진,서울특별시 강북구청,서울특별시 강북구청,강북문화발전협의회  천도교 중앙총부  티브로드,02-901-6207,www.gangbuk.go.kr,,서울특별시 강북구 삼양로173길 107-12,서울특별시 강북구 우이동 254,37.66053059,127.0064736,2019-11-18
종교연합바자회,서울특별시 강북구 한신대신학대학원,2019-10-12,2019-10-12,종교연합 바자회 기증물품 판매  문화공연  수익금전액 난치병어린이돕기 후원,서울특별시 강북구 관내 3종교연합,서울특별시 강북구 관내 3종교연합,강북구  티브로드  한신대학교 신학대학원,02-901-6207,www.gangbuk.go.kr,,서울특별시 강북구 인수봉로 159,서울특별시 강북구 수유동 498-16,37.6350142,127.0129382,2019-11-18
개화산 봄꽃축제,방화근린공원,2019-04-20,2019-04-20,"건강걷기, 지역예능인한마당, 플라워 콘서트",강서문화원,서울특별시 강서구청,서울특별시 강서구의회,02-2600-6455,http://www.gangseo.seoul.kr/site/munhwa/index.jsp,,서울특별시 강서구 금낭화로 176,서울특별시 강서구 방화동 855,,,2019-12-19
해맞이축제,개화산 정상,2019-01-01,2019-01-01,"소망엽서 보내기, 문화공연, 해오름 행사",서울특별시 강서구청,서울특별시 강서구청,서울특별시 강서구의회,02-2600-6455,http://www.gangseo.seoul.kr/site/munhwa/index.jsp,,서울특별시 강서구 금낭화로17길 213,서울특별시 강서구 개화동 산91-4,,,2019-12-19
한여름 밤의 페스티벌,신정여자상업고등학교,2019-08-31,2019-08-31,각종 가수 초청 공연,강서문화원,서울특별시 강서구청,"서울특별시, 서울특별시 강서구의회",02-2600-6455,http://www.gangseo.seoul.kr/site/munhwa/index.jsp,,서울특별시 강서구 등촌로13아길 20,서울특별시 강서구 화곡동 477-1,,,2019-12-19
우장산 신록축제,우장산근린공원,2019-05-25,2019-05-25,"건강걷기, 주민참여마당, 숲속음악회",강서문화원,서울특별시 강서구청,서울특별시 강서구의회,02-2600-6455,http://www.gangseo.seoul.kr/site/munhwa/index.jsp,,서울특별시 강서구 우장산로 66,서울특별시 강서구 내발산동 산19-1,,,2019-12-19
허준축제,허준근린공원,2019-10-11,2019-10-13,"개막식, 허준콘서트, 전국허준가요제, 먹거리장터, 각종 체험부스 등",강서문화원,서울특별시 강서구청,"서울특별시, 서울특별시 강서구의회",02-2600-6455,www.heojunfestival.com,,서울특별시 강서구 허준로5길 42,서울특별시 강서구 가양동 1471,,,2019-12-19
