전시일련번호,어권구분,전시회명,전시부제,전시장소,전시시작기간,전시끝기간,홈페이지URL,부대행사,주최및후원,전시(관람)시간,관람료(원),전시부문,작품수,출품작가,도슨트,관람포인트,담당자,문의전화,전시설명,대표이미지
426104,KOR,2019 대외협력전시 <SeMA Collection: 이야기가 있는 그림>,,갤러리 구루지,2019-03-05,2019-03-30,,,,매일 10:00~18:00 일요일 휴관,,대외협력,12,A.R. 펭크 김기라 김병진 김영호 김태헌 이용백 이이남 정소연 정은정 황주리,매일 10:00~18:00 일요일 휴관,<p>-</p>,,02-2124-8953,<p>서울시립미술관(SeMA)은 구로구 구로문화재단과 협력하여 2019년 3월 5일(화)부터 3월 30일(토)까지 구로문화재단 갤러리 구루지에서 &lt;SeMA Collection: 이야기가 있는 그림&gt;展을 개최한다. 이는 서울시립미술관 미술소통프로젝트의 일환으로 진행하는 대외협력전시로 미술관의 소장품을 관람객들이 보다 친근하게 감상할 수 있는 기회를 마련함으로써 미술관의 사회적 역할을 수행하는 것에 그 목적이 있다.&nbsp;</p><p><br></p><p>전시 &lt;SeMA Collection: 이야기가 있는 그림&gt;은 미술관의 소장품 중 이야기를 함의하여 스토리텔링이 가능한 풍경/장면을 연출하는 작품을 중심으로 관람객이 작품을 보면서 어떤 이야기가 숨겨져 있는지 상상하고 생각해보는 사유의 장을 마련하고자 기획된 전시이다. 또한 미술 고유의 선이나 색 조형성에 무게를 둔 추상주의에서 벗어나 삶의 주변에서 접하게 되는 다양한 이야기에 귀를 기울인 작품들로 구성된다.&nbsp;</p><p><br></p><p>서울시립미술관은 이 전시를 위해 소장작품 중 전후 1980년대 추상미술에 대한 반동으로 발현한 독일 신표현주의(Neo-Expressionism)의 주요 작가인 A.R. 펭크(A.R. Penck)의 회화를 시작으로 일상에서 접할 수 있는 사물들을 소재로 사회의 이면을 주시하는 작가 김기라 김병진 이용백 정소연 등의 작품을 선보인다. 아울러 일상의 소소한 이야기와 풍경 내면의 스토리를 작가 특유의 방식과 기법으로 표현하는 김영호 김태헌 황주리 작가의 작품을 소개한다.&nbsp;</p><p>&nbsp;</p><p>관람객은 전시 작품의 설명을 먼저 읽기보다는 마주하고 있는 작품 이미지를 연상 작용을 통해 자신만의 이야기로 생각해 본 후 해설과 비교하여 작품을 다시 감상해보면 좀 더 재미있게 전시를 관람할 수 있을 것이다. &lt;SeMA Collection: 이야기가 있는 그림&gt;에서 선보이는 여러 장르의 작품을 감상하며 현대미술의 다양성에 대한 이해를 증진하면서 더불어 새로운 일상의 미학을 발견하여 재해석하고 또 다른 시각으로 세계와 소통할 수 있는 기회가 되기를 기대한다.&nbsp;</p>,http://sema.seoul.go.kr/common/imageView?FILE_PATH=%2Fex%2FEXI01%2F2019%2F&FILE_NM=20191011145534_497c24352c0046ca9336d2772de0d7e3_db10dc4955ea4ac3ba0c3df27a7f536b
330921,KOR,모두를 위한 세계,,남서울미술관,2019-03-01,2019-05-26,,,서울시립미술관 우리은행 3.1운동 100주년 서울시기녑사업,,,설치 사진 영상 등,10여점,아흐멧 우트 야오 루이중 윌리엄 켄트리지 응우옌 트린티 제인 진 카이젠 히카루 후지이,서울시립미술관 도슨팅 어플리케이션을 다운받으시면 무료 전시해설서비스 상시 이용 가능  ※ 구글플레이 또는 애플 앱스토어에서 서울시립미술관 “전시도슨팅”앱 다운,,이지민,02-2124-8942,<p>&nbsp;《모두를 위한 세계》는 3?1운동 100년의 역사를 기념하며 세계사적 토대와 동시대 미술의 지평에서 3?1운동의 의미를 새롭게 바라보는 전시다. 한국과 일본의 이항대립 관계범주 안에서의 제한적인 해석을 넘어 코스모폴리타니즘이라는 국제적인 준거로 우리의 역사를 되짚고자 하는 시도로 기획되었다. 전시는 3?1운동을 제국주의에 대항하는 범세계적 움직임의 일부이자 세계사와 함께 흘러온 인권신장 운동의 일환으로 보는 관점에서 출발했다. &nbsp;</p><p><br></p><p>&nbsp;6명의 참여 작가는 남아프리카 공화국 터키 일본 대만 베트남 덴마크 국적을 가지며 각 국가를 기점으로 활동한다. 국적의 다양성에 반하여 작가 모두는 거대 담론에 포섭될 수 없는 미시적 이야기들에 집중한다는 공통점을 가진다. 그리고 자발적으로 타자이자 소수를 지향한다. 특히 이번 전시에서는 지배 이데올로기를 전복시키는 요소들에 집중하며 다양한 국가 통치 아래에서 드러나는 각자의 정체성을 발현한다. 각 작가의 언어로 전개되는 탈주 욕망과 역동성은 역사의 재해석을 도모하는 계기가 될 것이다. 다양한 국가의 예술 언어로 포착된 《모두를 위한 세계》전의 전개가 3?1운동을 강대국 중심의 세계사보다는 전 인류적 움직임에 위치시키는 연구단서가 되길 기대한다.&nbsp;</p>,http://sema.seoul.go.kr/common/imageView?FILE_PATH=%2Fex%2FEXI01%2F2019%2F&FILE_NM=20190305194135_7b9f28fa3a5c46be8768a5585876b204_afa44006ab0841a5a884b9c31d7b904f
316485,KOR,2019 서울 포커스 <두 번의 똑같은 밤은 없다>,,북서울미술관,2019-02-26,2019-06-09,,,,,,회화 영상 설치 등,40여 점,김명진 × 김지영 리혁종 매거진 쓸 아워레이보 엄아롱 여운혜 염지혜 우한나 이미혜 일상의실천 재주도 좋아 정수정 져스트 프로젝트 × 리슨투더시티 황새둥지,평일 11:00 13:00 15:00 17:00 주말(공휴일 포함) 11:00 15:00 17:00 서울시립미술관 도슨팅 어플리케이션을 다운받으시면 무료 전시해설서비스 상시 이용 가능  ※ 구글플레이 또는 애플 앱스토어에서 서울시립미술관 “전시도슨팅”앱 다운,<p>* 개막일은 13시부터 관람 가능합니다.<br></p>,유민경,02-2124-5272,<p>서울시립 북서울미술관은&nbsp;?2019년 첫 전시로&nbsp;2019&nbsp;서울 포커스 두 번의 똑같은 밤은 없다?를 개최한다.&nbsp;서울 포커스는 매년 특정한 주제를 선정하여 동시대 미술의 경향을 반영하고&nbsp;커뮤니티 친화적인 북서울미술관의 정체성을 확장해왔다.&nbsp;이번 서울 포커스에서는 총&nbsp;14명(팀)의 작가들의 작품&nbsp;40여 점을 통해 자본주의 체제 아래 훼손된 지구 생태계와 인간의 삶을 미술의 언어로 살펴보고자 한다.</p><p><br></p><p>자본주의 시스템의 끝없는 이윤 추구와 근시안적인 성장지상주의는 지구 생태계에 균열을 내고 인간을 포함한 지구 생물종 대다수의 생존을 위협하고 있다. 우리가 마시는 공기와 물은 이미 미세한 입자들에 오염되었고 이상 기온은 일상이 되었다. 이러한 재난의 징후들은 지구의 자기 조절 능력이 한계에 다다랐음을 증언한다. 인간의 가공할 기술과 세계화는 재난의 규모를 국가와 대륙을 초월하는 것으로 만들었다. 우리의 인식과 통제를 벗어나 엄청난 규모와 속도로 커지는 재난의 가능성은 이미 여기에 와있다. 인류가 지구상에 가져온 생태학적 변화로 새로운 지질시대의 도래를 논의하는 지금 우리는 이 시대의 재난을 어떻게 받아들이고 모든 생명체의 생존 가능성을 높이기 위해서 무엇을 해야 하는지 이번 전시를 통해 질문해 보고자 한다.</p><p><br></p><p>이번 전시에서는 지구 생태 위기에서 변화를 모색하기 위한 다양한 미학적 시도들을 세 가지 층위로 나누어 소개한다. 첫 번째 층위에서는 신자유주의 사회에서 소비되고 버려지는 것들에 대한 다양한 시각과 사유 방식을 담은 작품들을 선보인다(염지혜 이미혜 여운혜 져스트 프로젝트 × 리슨투더시티 엄아롱). 두 번째 층위에서는 인간중심적인 삶에서 벗어나 지구와 모든 생명체가 공존할 수 있는 방법을 모색하는 삶의 태도와 예술적 실천에 대해서 이야기한다(리혁종 우한나 정수정 일상의 실천 아워레이보 매거진 쓸). 마지막 층위에서는 위기 속에서 변화를 이끌어 내기 위해 연대하고 느슨한 관계를 유지하면서 갈등을 발화하고 연소하는 새로운 모습의 공동체를 상상해 본다(재주도 좋아 황새둥지 김명진 × 김지영). 세 개의 층위가 포개어지는 곳에서 불현듯 피어나는 밀레니얼 세대의 놀이와 축제는 기성세대의 공익 캠페인과는 구별되며 ‘소소하지만 중요한 지속 가능한 삶의 가능성’을 보여준다.</p><p><br></p><p>2019 서울 포커스는 작년 한 해 대두되었던 쓰레기 문제에서 시작하여 생태 문제 그리고 그 근저의 소비문화와 자본주의에 대해 탐구해 보고자 기획되었다. 전시 제목 ‘두 번의 똑같은 밤은 없다’는 폴란드 시인 비스와바 쉼보르스카(Wisława Szymborska)의 시 「두 번은 없다」의 한 구절에서 가져왔다. 매일 밤 새로운 색의 어둠 속 각기 다른 반짝임을 가진 별들은 사라져가는 존재의 가치와 의미가 무엇인지 묻는다. 생명의 유한함과 유일함을 인식하고 재고하는 일은 상처 입은 지구 생태계를 회복할 수 있는 밑거름이 될 것이다. 이번 전시를 통해 우리 시대 재난의 모습을 직시하고 지구와 인류의 평화로운 공존 가능성을 생각해보는 기회가 되기를 바란다.</p>,http://sema.seoul.go.kr/common/imageView?FILE_PATH=%2Fex%2FEXI01%2F2019%2F&FILE_NM=20190313175159_2ec62254ba914e91b61901eb5387fb01_bcb70af95bac4f8f82d5b810dfbbd092
355495,ENG,2019 Seoul Focus Nothing Twice,,북서울미술관,2019-02-26,2019-06-09,,,,,,,,,,,,,<p style=''>&nbsp; &nbsp; SeMA Buk?Seoul Museum of Art is pleased to present &nbsp;2019 Seoul Focus : <em>Nothing Twice</em> as its first exhibition of the year. Everyyear Seoul Focus selects a central theme which reflects the current trend of contemporary art and expands on the museum’s identity as a community?oriented institution. This year’s exhibition examines the disruption of the global ecosystem and human life explored through the language of art.</p><p><br></p><p>&nbsp; &nbsp; Capitalism’s endless pursuit of profit and short?sighted drive for growth are not only creating fissures in the global ecosystem but also threaten the survival of many of the planet’s species including humans. The air and water we breathe and drink are already contaminated with fine particles while abnormal weather conditions have become the new normal. These symptoms of catastrophe clearly indicate that the planet has surpassed the limits of its capability for self?recovery. The development of technology and globalization driven by mankind has aggravated this disaster to epic proportions that go beyond national borders and continents. The likelihood of a major catastrophe which is rapidly increasing has already become our reality. Today as we enter a new geological era defined by the global ecological changes brought on by humans this exhibition questions how we will face this catastrophe of our time and what we must do to ensure survival for all species.</p><p><br></p><p>&nbsp; &nbsp; This exhibition examines a diverse range of aesthetic attempts which seek to bring about change to the current global ecological crisis and introduces them in three different layers. The first includes artworks that contemplate diverse perspectives and modes of thought on that which has been consumed and wasted in today’s neoliberalist society. The second examines artistic practices and attitudes toward life that escape anthropocentric thinking and seek different ways for all species to coexist on Earth. Lastly the third layer imagines a new type of community in which people unite and maintain free?form relationships to address and resolve issues in order to bring about change amidst crisis. It is ultimately where these three layers overlap with one another that we can glimpse into the possibilities of simple yet significant approaches to sustainable life. Here we can also witness the playful and festive vision of the Millennials which sets them apart from the public campaigns of previous generations.</p><p><br>&nbsp; &nbsp; 2019 Seoul Focus begins with the issues of waste management which started to gain much public attention last year and aims to widen the scope of this discussion to examine the current ecological crisis as well as the consumerism and capitalism that underlie all of these issues. The title of the exhibition <em>Nothing Twice</em> is inspired by the Polish poet Wisława Szymborska’s poem of the same name which contemplates the fleeting meaning of life and existence through the individual stars that glimmer across the dark sky every night. Through such introspection on the finite nature and preciousness of life this exhibition hopes to build a foundation for our efforts in restoring the damaged global ecosystem and to provide an opportunity to address the crisis of our time while contemplating the possibilities for peaceful coexistence between humanity and the planet.</p>,http://sema.seoul.go.kr/common/imageView?FILE_PATH=%2Fex%2FEXI01%2F2019%2F&FILE_NM=20190328151906_91aa4c86e52a4afaa693c111b3055501_c39356d1794b41e3bb839e72f348b584
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
